	hotel_name	city_int	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric	city_name	email	phone	postal_code	star_count	street	type	web
32	Gran Hotel Rey Don Jaime	2	59.0	0	0	0	41.270058	1.961275	2263	78	83	79	81	83	78	78	77	78	78	1	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	78.0	87.0	80.0	0.0	0.0	0.0	0.0	81.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	donjaime@grup-soteras.com	+34(93)6651300	08860	4	Avenida del Hotel,22	[u'Hotel']	http://www.grup-soteras.com/es/hoteles-castelldefels/gran-hotel-rey-don-jaime
33	TRYP Barcelona Aeropuerto	2	100.0	0	0	0	41.31218	2.068257	1674	73	82	78	73	73	81	78	79	81	73	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	76.0	80.0	76.0	0.0	0.0	0.0	0.0	88.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	tryp.barcelona.aeropuerto@solmelia.com	+34(93)3781000	8820	4	Parque de Negocios Mas Blau II	[u'Hotel']	http://www.trypbarcelonaaeropuerto.solmelia.com
34	NH Barcelona Diagonal Center	2	110.0	1	0	0	41.398014	2.192306	1658	70	84	80	76	79	81	69	80	83	78	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	70.0	0.0	78.0	77.0	80.0	0.0	0.0	0.0	0.0	75.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Parc i la Llacuna del Poblenou	False	True	False	Barcelona	nhdiagonalcenter@nh-hotels.com	+34(93)3090629	08018	3	Alaba, 94-96,	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-barcelona-diagonal-center
35	Solifemar	2	50.0	0	0	0	41.265484	1.994614	43	0	86	79	79	80	0	89	81	85	83	1	0	0	1	0	1	0	0	0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	outskirt	False	False	False	Barcelona	info@solifemar.com	+34(93)6360848	08860	2	Paseo Maritimo, 38-42	[u'Apartotel']	http://www.solifemar.com
36	Ricard	2	55.0	0	0	1	41.214764	1.733196	116	0	84	79	76	0	0	86	80	83	82	0	0	0	0	0	1	0	0	0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	info@ricardhotel.es	+34(93)8157100	08800	2	Passeig Maritim, 88 bis	[u'Hotel']	http://www.ricardhotel.es
37	Onix Fira	2	101.0	1	0	0	41.376957	2.149763	768	73	79	71	70	70	71	85	74	76	74	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	75.0	0.0	70.0	77.0	70.0	0.0	0.0	0.0	0.0	78.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Nova Esquerra de l'Eixample	False	True	True	Barcelona	hof@onixfira.com	+34(93)4260087 	08015	3	Carrer de Llanca, 30	[u'Hotel']	http://www.onixfirahotel.com/
38	Hesperia Tower	2	118.0	0	0	0	41.34613	2.108495	3807	79	90	90	80	80	88	70	89	86	83	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	85.0	0.0	86.0	85.0	86.0	0.0	90.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	hotel@hesperia-tower.com	+34(93)4135000	08907	5	Gran Via, 144	[u'Hotel']	http://www.nh-hotels.com/hotel/hesperia-tower
39	Axel Hotel Barcelona & Urban Spa	2	119.0	1	0	0	41.387436	2.160425	2195	69	82	78	77	72	78	89	78	82	74	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	82.0	76.0	86.0	78.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	barcelona@axelhotels.com	+34(93)3239393	08011	4	Carrer d'Aribau 33	[u'Hotel']	http://www.axelhotels.com/en/axel-hotel-barcelona/hotel.html
40	Hotel Galeon Pavillon Superior	2	56.0	0	0	0	41.238262	1.808184	2050	82	90	86	85	82	82	91	84	89	89	1	0	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	90.0	85.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	reservas@hotelsitges.com	+34(93)8948835	08870	3	c/ San Francisco, 44	[u'Hotel']	http://hotelsitges.com/hotel-galeon
41	Barcelona Princess	2	108.0	1	0	0	41.411125	2.219004	5620	78	89	86	82	82	80	80	85	85	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	86.0	0.0	86.0	87.0	86.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Diagonal Mar i el Front Maritim del Poblenou	False	False	False	Barcelona	ecommerce.bcn@princess-hotels.com	+34(93)3561000	08019	4	Avenida Diagonal 1	[u'Hotel']	http://en.hotelbarcelonaprincess.com/
42	NH Barcelona Centro	2	104.0	0	0	0	41.384644	2.172976	2650	78	86	82	80	79	83	94	81	85	80	0	0	1	1	0	1	0	0	0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	84.0	87.0	84.0	84.0	0.0	0.0	0.0	87.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Barri Gotic	True	False	True	Barcelona	nhbarcelonacentro@nh-hotels.com	+34(93)2703410	08002	3	Calle Duc, 15	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-barcelona-centro
43	Ilunion Barcelona	2	99.0	0	0	0	41.399265	2.201922	4981	77	85	82	79	76	84	76	83	81	81	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	84.0	0.0	82.0	78.0	80.0	0.0	0.0	0.0	0.0	86.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Poblenou	False	False	False	Barcelona	RECEPCIONBARCELONA@ILUNIONHOTELS.COM	+34(93)2438800	04313	4	C/ Ramon Turro 196 - 198	[u'Hotel']	http://WWW.ILUNIONBARCELONA.COM/
44	Apartamentos Atica	2	65.0	0	0	0	41.411289	2.173334	895	0	83	80	78	0	0	84	80	82	80	1	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	el Baix Guinardo	False	True	False	Barcelona	info@apartamentosatica.com	+34(93)4500032	08025	0	Travessera de Gracia, 441.	[u'Apartotel']	http://www.apartamentosatica.com
45	Travelodge Barcelona Hospitalet	2	101.0	0	0	0	41.3522	2.1341	2400	70	77	71	67	68	72	68	72	76	74	0	1	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	62.0	0.0	70.0	83.0	70.0	0.0	0.0	0.0	0.0	72.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	outskirt	False	False	False	Barcelona	info@travelodge.co.uk	+34(93)2637250	08908	3	Botanica 25	[u'Hotel']	http://www.travelodge.co.uk/hotels/311/Barcelona-Hospitalet-hotel/hotel-details
46	Montemar Maritim	2	50.0	0	0	0	41.629986	2.71535	2024	78	87	84	81	84	80	85	86	87	86	1	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	72.0	0.0	88.0	90.0	90.0	0.0	0.0	0.0	0.0	91.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	INFO@MONTEMARMARITIM.COM	+34(93)7677660	8398	4	Avinguda del Mar 5	[u'Hotel']	http://WWW.MONTEMARMARITIM.COM/EN
47	Hilton Diagonal Mar Barcelona	2	146.0	0	0	0	41.408432	2.217821	1994	76	89	87	82	81	86	82	85	86	75	1	0	0	0	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	88.0	85.0	84.0	84.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	Diagonal Mar i el Front Maritim del Poblenou	False	False	False	Barcelona	bcndm.barcelona@hilton.com	+34(93)5070707	08019	4	Passeig del Taulat 262-264	[u'Hotel']	http://www.diagonalmarbarcelona.hilton.com.com
48	San Sebastian Playa	2	58.0	0	0	0	41.236401	1.8147	1152	74	85	82	77	72	83	93	80	80	74	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	86.0	58.0	84.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	hotelsansebastian@hotelsansebastian.com	+34(93)8948676	08870	4	Calle Port Alegre, 53	[u'Hotel']	http://www.hotelsansebastian.com/
49	Catalonia Sagrada Familia	2	90.0	0	0	0	41.4076	2.1851	933	79	82	78	79	79	72	77	73	80	76	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	72.0	0.0	74.0	87.0	74.0	0.0	0.0	0.0	0.0	74.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Camp de l'Arpa del Clot	False	True	False	Barcelona	aragon.reservas@hoteles-catalonia.es	+34(93)2458905	08026	3	Arago 569 bis	[u'Hotel']	http://www.hoteles-catalonia.com/es/nuestros_hoteles/europa/espanya/catalunya/barcelona/hotel_catalonia_aragon/index.jsp
50	Hotel Cortes	2	85.0	0	0	0	41.38549	2.171645	217	0	82	75	75	73	77	94	75	82	80	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	68.0	0.0	78.0	85.0	80.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Barri Gotic	True	False	True	Barcelona	reservas@hotelcortes.com	+34(93)3179112	08002	2	Calle Santa Anna, 25	[u'Hotel']	http://www.hotelcortes.com/
51	Holiday Inn Express Barcelona City	2	89.0	0	0	0	41.401299	2.197822	4034	72	82	75	77	73	78	74	76	82	80	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	78.0	75.0	78.0	0.0	0.0	0.0	0.0	82.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Poblenou	False	False	False	Barcelona	express.barcelonacity@continentalshotels.eu	+34(93)4338400	08005	3	C/ Pallars No-203	[u'Hotel']	http://www.ichotelsgroup.com/redirect?path=hd&hotelCode=bcnba&_PMID=99617335
52	Zenit Borrell	2	97.0	1	0	0	41.385944	2.15144	2051	78	87	80	75	79	85	79	77	83	80	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	84.0	72.0	80.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Nova Esquerra de l'Eixample	False	True	True	Barcelona	borrell@zenithoteles.com	+34(934)525566	08021	4	Comte Borrell, 208	[u'Hotel']	http://borrell.zenithoteles.com/index.php/en
53	Apartamentos Royal Marina Gardens	2	59.0	0	0	0	41.267944	1.992855	545	0	82	78	81	76	79	82	79	87	81	1	0	0	0	0	0	1	0	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	86.0	88.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	outskirt	False	False	False	Barcelona	info@rmarina.com	+34(93)6655555	08860	3	Paseo De La Marina, 40	[u'Apartotel']	http://www.rmarina.com/
54	Acta Atrium Palace	2	137.0	0	0	0	41.3909	2.1708	1178	77	89	83	81	78	83	92	82	89	80	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	77.0	0.0	88.0	85.0	88.0	0.0	0.0	0.0	0.0	87.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	recepcion.atrium@actahotels.com	+34(93)3428000	08010	4	Gran Via de les Corts Catalanes, 656	[u'Hotel']	http://www.hotel-atriumpalace.com
55	Platjador	2	112.0	0	0	0	41.235031	1.807696	2194	83	90	90	88	85	86	96	85	90	89	1	0	0	1	0	0	0	0	0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	81.0	0.0	92.0	95.0	92.0	0.0	0.0	0.0	0.0	83.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	reservas@hotelsitges.com	+34(93)8945054	08870	3	Paseo de la Ribera 35	[u'Hotel']	http://hotelsitges.com/hotel-platjador
56	Ciutadella Barcelona	2	117.0	0	0	0	41.383881	2.18466	1383	69	86	81	76	72	83	89	80	82	77	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.0	83.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Pere, Santa Caterina i la Ribera	False	True	True	Barcelona	reserve@gargallohotels.es	+34(93)3191944 	08003	4	Avinguda Marques de l'Argentera, 4	[u'Hotel']	http://www.hotelciutadellabarcelona.com/
57	NH Sants Barcelona	2	73.0	1	0	0	41.384651	2.137717	1961	78	86	78	81	74	84	80	75	81	76	0	0	0	1	0	0	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	82.0	0.0	82.0	82.0	82.0	0.0	0.0	0.0	0.0	64.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	les Corts	False	False	False	Barcelona	nhnumancia@nh-hotels.com	+34(93)3224451	08029	4	Numancia, 74	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-sants-barcelona
58	Hotel Sant Antoni	2	85.0	0	0	0	41.399651	2.177342	2124	78	86	76	79	76	80	84	79	85	82	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	71.0	0.0	78.0	82.0	78.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Fort Pienc	False	True	False	Barcelona	santantoni@smhoteles.com	+34(93)2444415	08013	3	Consell de Cent 476	[u'Hotel']	http://www.hotelbcnsantantoni.com
59	Via Augusta	2	86.0	0	0	0	41.400059	2.151419	1942	78	86	77	78	78	80	84	75	85	82	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	80.0	87.0	82.0	0.0	0.0	0.0	0.0	77.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Gervasi - Galvany	False	True	False	Barcelona	reservas@hotelviaaugusta.com	+34(93)2179250 	08006	2	Via Augusta, 63	[u'Hotel']	http://www.hotelviaaugusta.com
60	Pestana Arena Barcelona	2	107.0	1	0	1	41.376801	2.146044	2721	78	88	83	81	78	84	85	84	84	81	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	82.0	0.0	84.0	87.0	84.0	0.0	91.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Hostafrancs	False	False	False	Barcelona	arena.barcelona@pestana.com	+34(93)2893921	08014	4	Consell de Cent 51 - 53	[u'Hotel']	http://www.pestana.com/en/pestana-arena-barcelona/pages/home.aspx
61	Pullman Barcelona Skipper	2	166.0	0	0	0	41.386002	2.1949	2939	79	91	88	84	83	89	90	87	88	79	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	87.0	90.0	0.0	88.0	0.0	0.0	86.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5	la Barceloneta	False	True	False	Barcelona	H7341@accor.com	+34(93)2216565	08005	5	Avenida Litoral 10	[u'Hotel']	http://www.accorhotels.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=7341&sourceid=fh-pul-b1-7341&merchantid=par-triv-&xtor=al-171-[trivago]-[zz]-[0]-[pul]-[0]
62	Travelodge Poblenou	2	58.0	0	0	0	41.399963	2.201012	1557	78	85	76	73	76	78	79	75	78	80	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	76.0	75.0	76.0	94.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	el Poblenou	False	False	False	Barcelona	barcelona.poblenou@travelodge.co.uk	+34(93)6241802	08005	1	Llull, 170 	[u'Hotel']	http://www.travelodge.es/poblenou-hoteles-en-barcelona
63	Catalonia Roma	2	90.0	0	0	0	41.381401	2.1448	1023	77	83	75	77	80	77	80	71	79	75	0	0	0	1	0	1	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	69.0	0.0	78.0	85.0	78.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Nova Esquerra de l'Eixample	False	False	True	Barcelona	roma@hoteles-catalonia.es	+34(93)4106633	08029	3	Avda. de Roma 31	[u'Hotel']	http://www.hoteles-catalonia.com/es/nuestros_hoteles/europa/espanya/catalunya/barcelona/hotel_catalonia_roma/index.jsp
64	Hotel Internacional	2	39.0	0	0	0	41.610935	2.651972	716	73	76	69	70	70	71	85	70	77	77	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	75.0	0.0	70.0	67.0	74.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	outskirt	False	False	False	Barcelona	hotel@hinternacional.com	+34(937)690250	08370	2	Gaudi 2	[u'Hotel']	http://www.hinternacional.com
